"PLAYER_ID","PLAYER_NAME","BIRTHDAY","TEAM_ID","ROLE","USED_FOOT","HEALTH_STATE","RANK","GAME_STATE","TRANS_STATE","IS_SHOW","ICON"
10000042,德布劳内,1991-06-28 00:00:00.000,1000000007,中场,0,0,95,0,1,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000019,弗朗基德荣,1989-01-03 00:00:00.000,1000000006,中场,0,0,99,0,1,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000045,阿克,1995-02-18 00:00:00.000,1000000004,后卫,0,0,95,0,1,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000046,阿坎吉,1995-07-19 00:00:00.000,1000000007,后卫,0,0,95,0,1,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000027,罗伊斯,1990-09-04 00:00:00.000,1000000003,前锋,0,0,97,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000047,鲁本迪亚斯,1997-05-14 00:00:00.000,1000000006,后卫,0,0,95,0,1,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000048,马杜埃凯,2002-03-10 00:00:00.000,1000000006,前锋,0,1,78,1,1,1,https://s21.ax1x.com/2024/09/05/pAZ14v8.webp
10000020,莱万多夫斯基,1989-01-01 00:00:00.000,1000000003,守门员,1,0,99,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000128,罗德里戈,2000-07-21 00:00:00.000,1000000002,前锋,1,0,94,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000134,迪亚斯,1999-06-24 00:00:00.000,1000000005,前锋,1,0,95,0,0,1,https://www.welovewe.com/data/images/player/img/119907.png
10000028,姆巴佩,2024-07-01 00:00:00.000,1000000003,前锋,0,0,0,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000023,C罗,2000-07-01 00:00:00.000,1000000003,前锋,1,1,0,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000030,詹姆斯邦德,2024-07-31 00:00:00.000,1000000003,守门员,1,0,100,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000050,埃德尔·米利唐,1998-01-18 00:00:00.000,1000000002,后卫,1,0,93,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000051,丹尼尔·卡瓦哈尔,1992-01-11 00:00:00.000,1000000002,后卫,1,0,94,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000052,费兰·门迪,1995-06-08 00:00:00.000,1000000002,后卫,0,0,93,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000053,蒂博·库尔图瓦,1992-05-11 00:00:00.000,1000000002,守门员,1,0,95,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000054,爱德华多·卡马文加,2002-11-10 00:00:00.000,1000000002,中场,1,0,98,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000055,卢卡·莫德里奇,1985-09-09 00:00:00.000,1000000002,中场,1,0,99,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000056,奥雷利安·楚阿梅尼,2000-01-27 00:00:00.000,1000000002,中场,0,0,97,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000057,基利安·姆巴佩,1998-12-20 00:00:00.000,1000000002,前锋,0,0,99,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000058,维尼修斯·儒尼奥尔,2000-07-12 00:00:00.000,1000000002,前锋,1,0,92,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000059,恩德里克,2006-07-21 00:00:00.000,1000000002,中场,1,0,94,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000060,何塞普·馬丁內斯,1998-05-27 00:00:00.000,1000000003,守门员,0,0,95,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000061,丹泽尔·邓弗里斯,1996-04-18 00:00:00.000,1000000003,后卫,0,0,97,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000062,斯特凡·德弗里,1992-02-05 00:00:00.000,1000000003,后卫,1,0,95,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000063,马特奥·达米安,1989-12-02 00:00:00.000,1000000003,后卫,1,0,96,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000064,邦雅曼·帕瓦尔,1996-03-28 00:00:00.000,1000000003,后卫,1,0,97,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000065,尼科洛·巴雷拉,1997-02-07 00:00:00.000,1000000003,中场,0,0,98,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000066,彼得·杰林斯基,1994-05-20 00:00:00.000,1000000003,中场,0,0,95,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000067,华金·科雷亚,1994-08-13 00:00:00.000,1000000003,前锋,1,0,92,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000068,迈赫迪·塔雷米,1992-07-18 00:00:00.000,1000000003,前锋,0,0,93,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000069,泰江·布坎南,1999-02-05 00:00:00.000,1000000003,中场,1,0,94,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000070,斯特凡·奥尔特加,1992-11-06 00:00:00.000,1000000004,守门员,0,0,95,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000071,凯尔·沃克,1990-05-28 00:00:00.000,1000000004,后卫,1,0,95,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000072,若奥·坎塞洛,1994-05-27 00:00:00.000,1000000004,后卫,0,0,93,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000073,约翰·斯通斯,1994-05-28 00:00:00.000,1000000004,后卫,1,0,97,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000074,里科·刘易斯,2004-11-21 00:00:00.000,1000000004,后卫,0,0,95,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000075,伊尔卡伊·京多安,1990-10-24 00:00:00.000,1000000004,中场,1,0,96,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000076,尼科·奧萊利,2005-03-21 00:00:00.000,1000000004,中场,0,0,94,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000077,杰克·格拉利什,1995-09-10 00:00:00.000,1000000004,中场,0,0,94,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000078,萨维奥,2004-04-10 00:00:00.000,1000000004,前锋,0,0,94,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000079,埃尔林·哈兰德,2024-08-01 00:00:00.000,1000000004,前锋,1,0,95,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000127,特罗萨德,1998-09-15 00:00:00.000,1000000001,前锋,0,0,93,0,0,0,https://www.welovewe.com/data/images/player/img/113340.png
10000133,萨拉赫,1993-06-24 00:00:00.000,1000000005,前锋,1,0,97,0,0,1,https://www.welovewe.com/data/images/player/img/57123.png
10000002,周瑾瑜,2001-01-01 00:00:00.000,1000000001,前锋,1,0,99,0,1,1,https://th.bing.com/th/id/OIP.u39iF7vvqU4iSreSpJH4xAHaHa?w=216&h=217&c=7&r=0&o=5&dpr=2&pid=1.7
10000080,戴维·拉亚,1995-09-15 00:00:00.000,1000000007,守门员,0,0,97,0,0,0,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000001,王昭慧,2001-01-01 00:00:00.000,1000000003,后卫,1,0,96,0,0,1,https://th.bing.com/th/id/OIP.wxLmN58NvmQmqsoOi0hphQAAAA?w=147&h=200&c=7&r=0&o=5&dpr=2&pid=1.7
10000003,臧峻哲,2001-01-01 00:00:00.000,1000000003,守门员,1,0,98,0,0,1,https://th.bing.com/th/id/OIP.Ij-3yvlKAknnTicG8n0NfgHaEo?w=293&h=183&c=7&r=0&o=5&dpr=2&pid=1.7
10000004,何如麟,2001-01-01 00:00:00.000,1000000003,后卫,1,0,98,0,0,1,https://th.bing.com/th/id/OIP.OmfvF8O0j_m4MQNfpZeGJgHaHa?w=181&h=197&c=7&r=0&o=5&dpr=2&pid=1.7
10000005,沈徐敏,2001-01-01 00:00:00.000,1000000003,后卫,1,0,98,0,0,1,https://th.bing.com/th/id/OIP.lXhi8u81Mxpso3tnyElNjgHaHQ?w=224&h=220&c=7&r=0&o=5&dpr=2&pid=1.7
10000006,肖颖,2001-01-01 00:00:00.000,1000000003,后卫,0,1,99,1,1,1,https://th.bing.com/th/id/OIP.qxQW6X-evb3ikq0U_nApcAHaHa?w=211&h=211&c=7&r=0&o=5&dpr=2&pid=1.7
10000007,韦宝怡,2001-01-01 00:00:00.000,1000000003,后卫,0,1,99,1,1,1,https://th.bing.com/th/id/OIP.hCRvlr9gN1rN2RatWCygxQHaHa?w=211&h=211&c=7&r=0&o=5&dpr=2&pid=1.7
10000008,王天阔,2004-03-11 00:00:00.000,1000000003,后卫,0,1,95,1,0,1,https://th.bing.com/th/id/OIP.uoiUL9s7_fcAQkHnxWwsIQHaHa?w=199&h=199&c=7&r=0&o=5&dpr=2&pid=1.7
10000009,黄子迅,2001-01-01 00:00:00.000,1000000006,后卫,0,1,99,1,1,1,https://th.bing.com/th/id/OIP.53ikyznOKiLm-9z7l3LYlAAAAA?w=200&h=200&c=7&r=0&o=5&dpr=2&pid=1.7
10000081,威廉·萨利巴,2001-03-24 00:00:00.000,1000000001,后卫,0,0,93,0,0,1,https://www.welovewe.com/data/images/player/img/52776826695393.png
10000082,本·怀特,1997-10-08 00:00:00.000,1000000001,后卫,1,0,96,0,0,1,https://www.welovewe.com/data/images/player/img/114044.png
10000083,基兰·蒂尔尼,1997-06-05 00:00:00.000,1000000001,后卫,0,0,93,0,0,1,https://www.welovewe.com/data/images/player/img/147706.png
10000084,里卡尔多·卡拉菲奥里,1994-05-27 00:00:00.000,1000000001,后卫,1,0,95,0,0,1,https://www.welovewe.com/data/images/player/img/157096.png
10000085,托马斯·帕尔特伊,1993-06-13 00:00:00.000,1000000001,中场,0,0,97,0,0,1,https://www.welovewe.com/data/images/player/img/115228.png
10000086,马丁·厄德高,1998-12-17 00:00:00.000,1000000001,中场,0,0,93,0,0,1,https://www.welovewe.com/data/images/player/img/101520.png
10000087,若日尼奥·菲利霍,1991-12-20 00:00:00.000,1000000001,中场,1,0,97,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000088,加布里埃尔·热苏斯,1997-04-03 00:00:00.000,1000000001,中场,1,0,95,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000089,加布里埃尔·马丁内利,2001-06-18 00:00:00.000,1000000001,前锋,0,0,98,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000090,维吉尔·范戴克,1991-07-08 00:00:00.000,1000000005,中场,1,0,97,0,0,1,https://www.welovewe.com/data/images/player/img/44840.png
10000091,阿利森·贝克尔,1992-10-02 00:00:00.000,1000000005,守门员,1,0,93,0,0,1,https://www.welovewe.com/data/images/player/img/63474.png
10000092,伊布拉西马·科纳特,1999-05-25 00:00:00.000,1000000005,后卫,1,0,94,0,0,1,https://www.welovewe.com/data/images/player/img/114975.png
10000093,干纳·布拉德利,2003-07-09 00:00:00.000,1000000005,后卫,0,0,95,0,0,1,https://www.welovewe.com/data/images/player/img/146461.png
10000094,乔·戈麦斯,1997-05-23 00:00:00.000,1000000005,后卫,0,0,94,0,0,1,https://www.welovewe.com/data/images/player/img/104337.png
10000095,索博斯洛伊·多米尼克,2000-10-25 00:00:00.000,1000000005,前锋,0,0,93,0,0,1,https://www.welovewe.com/data/images/player/img/130319.png
10000096,远藤航,1993-02-09 00:00:00.000,1000000005,中场,0,0,95,0,0,1,https://www.welovewe.com/data/images/player/img/16474.png
10000097,哈维·埃利奥特,2003-04-04 00:00:00.000,1000000005,中场,1,0,95,0,0,1,https://www.welovewe.com/data/images/player/img/127114.png
10000098,柯蒂斯·琼斯,2001-01-30 00:00:00.000,1000000005,中场,0,0,93,0,0,1,https://www.welovewe.com/data/images/player/img/123225.png
10000099,达尔文·努涅斯,1999-06-24 00:00:00.000,1000000005,前锋,1,0,96,0,0,1,https://www.welovewe.com/data/images/player/img/133301.png
10000100,菲利普·约根森,2002-04-16 00:00:00.000,1000000006,守门员,1,0,95,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000101,托辛·阿达拉比奥约,1997-09-24 00:00:00.000,1000000006,后卫,1,0,96,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000102,伯努瓦·巴迪亚西勒,2001-03-26 00:00:00.000,1000000006,后卫,0,0,93,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000103,	利维·科尔威尔,2003-02-26 00:00:00.000,1000000006,后卫,0,0,94,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000104,里斯·詹姆斯,1999-12-08 00:00:00.000,1000000006,后卫,1,0,97,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000105,祖殊·艾霑邦,2006-05-05 00:00:00.000,1000000006,后卫,0,0,95,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000106,基尔南·迪尤斯伯里-霍尔,1998-09-06 00:00:00.000,1000000006,中场,1,0,98,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000107,雷纳托·维加,2003-07-29 00:00:00.000,1000000006,中场,0,0,93,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000108,佩德罗·内托,2000-03-29 00:00:00.000,1000000006,前锋,1,0,94,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
10000109,马克·吉乌,2006-01-04 00:00:00.000,1000000006,前锋,0,0,93,0,0,1,https://s2.loli.net/2024/08/09/WaSdBU7j94w2JpI.jpg
